ACCE_ABSORB_COST	Kombinálás ára: %d
STAT_MINUS_STR	Erõ beállítás (maradék esély: %d)
STAT_TOOLTIP_ACTION	Akciók
STAT_TOOLTIP_ATT	Támadóérték
STAT_TOOLTIP_ATT_SPEED	Támadósebesség
STAT_TOOLTIP_BASE_LEVEL	Szint
STAT_TOOLTIP_CAST_SPEED	Varázssebesség
STAT_TOOLTIP_CON	Növekszik a TP és a védelem
STAT_TOOLTIP_CONQUEROR_LEVEL	Bajnokszint
STAT_TOOLTIP_DEF	Védelem
STAT_TOOLTIP_DEX	Növekszik a támadás és a kitérés
STAT_TOOLTIP_DODGE_PER	Esély a nyilak elkerülésére
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	TP
STAT_TOOLTIP_IMG_CON	VIT: Növeli a TP-t és a védelmet
STAT_TOOLTIP_IMG_DEX	ÜGY: Növeli a támadást és a kitérést
STAT_TOOLTIP_IMG_INT	INT: Növeli a MP-t, mágikus támadást és -védelmet
STAT_TOOLTIP_IMG_STR	ERÕ: Növeli a támadóértéket és a sebzést
STAT_TOOLTIP_INT	Növekszik a MP valamint a mágikus támadás és védekezés
STAT_TOOLTIP_LEVEL	Szint
STAT_TOOLTIP_MAG_ATT	Mágikus támadóérték
STAT_TOOLTIP_MAG_DEF	Mágikus védelem
STAT_TOOLTIP_MOVE_SPEED	Mozgási sebesség
STAT_TOOLTIP_PASSIVE	Ereklyebónusz
STAT_TOOLTIP_POINT	Pont
STAT_TOOLTIP_REACTION	Reakciók
STAT_TOOLTIP_SHP	Yoharán kisebb levonást kapsz a maximális TP-dbõl.
STAT_TOOLTIP_SIMMUNE	Yoharán kisebb levonást kapsz a státusz változásra vonatkozó ellenállásodból.
STAT_TOOLTIP_SMOVE	Yoharán kisebb levonást kapsz a mozgási sebességedbõl.
STAT_TOOLTIP_SP	MP
STAT_TOOLTIP_SPECIAL_ACTION	Különleges akciók
STAT_TOOLTIP_SSTR	Yoharán kisebb sebzés levonást kapsz a támadásaidból.
STAT_TOOLTIP_STAT	Értékek
STAT_TOOLTIP_STR	Növekszik a támadóérték és a sérülés
STAT_TOOLTIP_SUNGMA_HP	Megváltoztatja a TP-t az ellenség Sung Ma akaratától (VIT) és a térképtõl függõen
STAT_TOOLTIP_SUNGMA_IMMUNE	Megváltoztatja a státusz hatásokra vonatkozó ellenállást az ellenség Sung Ma akaratától (INT) és a térképtõl függõen
STAT_TOOLTIP_SUNGMA_MOVE	Megváltoztatja a mozgási sebességet az ellenség Sung Ma akaratától (ELL) és a térképtõl függõen
STAT_TOOLTIP_SUNGMA_STR	Megváltoztatja a támadást az ellenség Sung Ma akaratától (ERÕ) és a térképtõl függõen
STAT_TOOLTIP_SUPPORT_SKILL	Másodlagos készségek
STAT_TOOLTIP_TAB_CHARACTER	Karakter
STAT_TOOLTIP_TAB_EMOTICON	Érzelmek
STAT_TOOLTIP_TAB_QUEST	Küldetések
STAT_TOOLTIP_TAB_SKILL	Készségek
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_0	Ez a trófea a Yongan területen található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_1	Ez a trófea a Joan területen található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_2	Ez a trófea a Pyungmoo területen található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_3	Ez a trófea a Seungryong-völgyben található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_4	Ez a trófea a Yongbi-sivatagban található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_5	Ez a trófea a Doyyumhwanon (tûzföld) található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_6	Ez a trófea a Sohan-hegységen található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_7	Ez a trófea az Ördög katakombájában található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ACHIEV_TOOLTIP_ACHIEV_8	Ez a trófea az Elvarázsolt erdõben található Sung Ma inváziós portálnál szerezhetõ meg.
SUNGMAHEE_GATE_ALREADY_OPEN	[Sung Ma inváziós portál] Megnyílt egy Sung Ma portál. Lépj be gyorsan! (%s van hátra)
SUNGMAHEE_GATE_ALREADY_OPEN_1M	[Sung Ma inváziós portál] Megnyílt egy Sung Ma inváziós portál. Gyorsan semmisítsd meg! (kevesebb, mint 1 perc maradt)
SUNGMAHEE_GATE_MAP_ELEMENT_DARK	Sötétség
SUNGMAHEE_GATE_MAP_ELEMENT_EARTH	Föld
SUNGMAHEE_GATE_MAP_ELEMENT_ELECT	Villám
SUNGMAHEE_GATE_MAP_ELEMENT_FIRE	Tûz
SUNGMAHEE_GATE_MAP_ELEMENT_ICE	Jég
SUNGMAHEE_GATE_MAP_ELEMENT_NONE	Nincs
SUNGMAHEE_GATE_MAP_ELEMENT_WIND	Szél
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_CONQUEROR_LEVEL	A megnyitásához el kell érned a Bajnokszintet.
SUNGMAHEE_GATE_MESSAGE_CANNOT_OPEN_ACHIEV_IN_BATTLE_ROYALE	Ezt nem nyithatod ki ezen a területen.
SUNGMAHEE_GATE_MESSAGE_DUNGEON_ELEMENT_INFO	Domináns elem ezen a területen: %s
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_1	Hamarosan egy Sung Ma inváziós portál nyílik a Dong Gwang síkságon.
SUNGMAHEE_GATE_MESSAGE_NOTICE_BEFORE_OPEN_2	Használd a nagy térképet, hogy láthasd a lehetséges helyeket minden birodalomhoz.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_END_TIME	Lejárt az idõ! Ki leszel teleportálva.
SUNGMAHEE_GATE_MESSAGE_NOTICE_DUNGEON_REMAIN_TIME	A Sung Ma inváziós portál %d perc múlva lezárul.
SUNGMAHEE_GATE_MESSAGE_NOTICE_END	Minden Sung Ma inváziós portál bezárul.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_CLOSE	A Sung Ma inváziós portál lezárult.
SUNGMAHEE_GATE_MESSAGE_NOTICE_ENTRY_OPEN	Egy Sung Ma inváziós portál nyílt, amin beléphetsz. Nyitva marad eddig: %d:%d.
SUNGMAHEE_GATE_MESSAGE_REGION_ACHIEVED_SUCCESS	Szereztél egy trófeát innen: %s!
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN	[Sung Ma inváziós portál] Egy Sung Ma inváziós portál nyílik\n%s perc múlva.
SUNGMAHEE_GATE_REMAIN_TIME_TO_OPEN_1M	[Sung Ma inváziós portál] Egy Sung Ma inváziós portál nyílik\nkevesebb, mint 1 perc múlva.
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Elõbb teljesítened kell az alatta levõ szintet.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Nem léphetsz be, amíg lovagolsz.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	A belépéshez el kell érned a Bajnokszintet.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	A belépéshez szükséged van egy Koponyazászlóra.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Sung Mahi tornyába nem léphetsz be csoportban.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Nem léphetsz be, amíg át vagy változva.
SUNGMAHEE_TOWER_FLOOR_TEXT	Szint {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Helyezés {0}
SYMBOLLIST_TITLE	Céh zászló bejelentés
TARGET_BUTTON_ACCEPT_FIGHT	Egyetért
TARGET_BUTTON_AVENGE	Bosszú
TARGET_BUTTON_BLOCK	Blokkol
TARGET_BUTTON_BLOCK_REMOVE	Felold
TARGET_BUTTON_BUILDING_DESTROY	Elpusztít
TARGET_BUTTON_DISMOUNT	Leszáll
TARGET_BUTTON_EMOTION_ALLOW	Érzelmek
TARGET_BUTTON_EXCHANGE	Kereskedés
TARGET_BUTTON_EXCLUDE	Kizár
TARGET_BUTTON_EXIT_OBSERVER	Megfigyelõ mód vége
TARGET_BUTTON_FIGHT	Párbaj
TARGET_BUTTON_FRIEND	Barát
TARGET_BUTTON_INVITE_GUILD	Céh meghívás
TARGET_BUTTON_INVITE_PARTY	Csoport meghívás
TARGET_BUTTON_LEAVE_PARTY	Csoport elhagyása
TARGET_BUTTON_REQUEST_ENTER_PARTY	Belépés a csoportba
TARGET_BUTTON_REVIVE	Felélesztés
TARGET_BUTTON_VIEW_EQUIPMENT	Felszerelés
TARGET_BUTTON_WHISPER	Suttogni
TARGET_LEVEL_BOSS	Fõnök
TARGET_LEVEL_KING	5. szint
TARGET_LEVEL_KNIGHT	3. szint
TARGET_LEVEL_PAWN	1. szint
TARGET_LEVEL_S_KNIGHT	4. szint
TARGET_LEVEL_S_PAWN	2. szint
TARGET_TOOLTIP_ATTACK_COUNT	Összes találat: %d
TASKBAR_ATTACK	Támadni
TASKBAR_AUTO	Automatikus támadás
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Tapasztalat
TASKBAR_HP	TP
TASKBAR_MOVE	Mozogni
TASKBAR_SKILL	Készség
TASKBAR_SP	MP
TASKBAR_ST	KP
TENTH_COIN	Évfordulós Érme
TENTH_EVENT_ASK_EXCHANGE	%d Évfordulós Zászlóra van szükséged. Szeretnéd folytatni?
THING_COUNT	minden
TIGER_COIN_ITEM_USE_QUESTION	Az utalványodat Tigrisérmére váltod be. Szeretnéd folytatni?
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Sebzés csökkenés	SNA
TOOLTIP_AFFECT_CHEONUN	Éterpajzs	SNA
TOOLTIP_AFFECT_CONFUSION	Elkábítottak.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Kritikus találat esélye csökken	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Az õrzõ jele	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Nem tudtad megállítani a vízsugarat.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Védelem csökkenés	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Villám
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK	Bónusz sebzés típus: %s
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_DARK	Sötétség ereje
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_EARTH	Föld ereje
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ELECT	Villám ereje
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_FIRE	Tûz ereje
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_ICE	Jég ereje
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_NONE	Nincs
TOOLTIP_AFFECT_ELEMENT_BUFF_CRACK_WIND	Szél ereje
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Arany tonhal bónusz	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Vizes ruha\nMozgási sebesség -50	SNA
TOOLTIP_AFFECT_FLAG_CANNOT_ATTACK	Normál támadások blokkolva
TOOLTIP_AFFECT_FLAG_CANNOT_USE_SKILL	Készségek blokkolva
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION	Erõvirág bónusz
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ANIMAL	Erõvirág bónusz: állatok elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_DARK	Erõvirág bónusz: sötétség elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_EARTH	Erõvirág bónusz: föld elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ELECT	Erõvirág bónusz: villám elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_FIRE	Erõvirág bónusz: tûz elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_ICE	Erõvirág bónusz: jég elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_DESTRUCTION_WIND	Erõvirág bónusz: szél elleni erõ: +%d%%	SA
TOOLTIP_AFFECT_FLOWER_OF_GALE	Viharvirág bónusz: mozgási sebesség +%d	SA
TOOLTIP_AFFECT_GARRISON_BUFF	Immunitás Sung Mahi aurájára	SNA
TOOLTIP_AFFECT_GARRISON_DEBUFF	Sung Mahi aurája	SNA
TOOLTIP_AFFECT_ICECREAM	Fagylalttölcsér\nmozgási sebesség +10\nsebzés +5%\nEXP +10%	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Lelkek (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Ritka lelkek (%d/150)	SA
TOOLTIP_AFFECT_LOOTING_SYSTEM	Zsákmány jegy	SNA
TOOLTIP_AFFECT_MERCENARY_MAX_ACTIVE_INCREASE	Növeli a max. állóképességet ennyivel: +%d	SA
TOOLTIP_AFFECT_MI_BUFF	Megszállási bónusz \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Hátasról leesés	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_ATTACK_SPEED	Tomboló vihar	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EFFECT_UP	Erõsíti a lovagló hatást	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_EXP	EXP	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_GYEONGGONG	Pehelykönnyû lépések	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_HIT_PCT	Pontosság	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_INVINCIBILITY	Legyõzhetetlenség	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_ASSASIN	Nindzsák elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SHAMAN	Sámánok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_SURA	Surák elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WARRIOR	Harcosok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_JOB_WOLF	Vérfarkasok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_KNOCKBACK	Nincs hátralökés	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_NIMBLE	Gyors paták	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_ANIMAL	Állatok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_CZ	Zodiákus szörnyek elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DESSERT	Sivatagi szörnyek elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_DEVIL	Ördögök elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_HUMAN	Félemberek elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_INSECT	Rovarok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MILGYO	Ezoterikusok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_MONSTER	Minden szörny elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_UNDEAD	Élõholtak elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_RANDOM_WONGGUI	Orkok elleni erõ
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_HP	Sung Ma akarata (VIT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_IMMUNE	Sung Ma akarata (INT)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_MOVE	Sung Ma akarata (ELL)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_SUNGMA_STR	Sung Ma akarata (ERÕ)	SNA
TOOLTIP_AFFECT_MOUNT_UPGRADE_SKILL_TO_STRONG	Lovaglás	SNA
TOOLTIP_AFFECT_OTHER_WORLD_DEAD_SOUL	Asmodeus max. TP-je %d%%-kal csökkent.	SA
TOOLTIP_AFFECT_OTHER_WORLD_GOBLIN_PROTECTION	Asmodeus átka nem hat rád a Kárhozat térképen.	SNA
TOOLTIP_AFFECT_OTHER_WORLD_YEOMWANG_CURSE	A szörnyeknek okozott sebzés 30%-kal csökken.	SNA
TOOLTIP_AFFECT_PASWAE	Csökkenti a védelmet és a mozgási sebességet 5 másodpercre.
TOOLTIP_AFFECT_POLYMORPH	Átváltozás	SNA
TOOLTIP_AFFECT_PREMIUM_PRIVATE_SHOP	Prémium magánbolt	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Újratöltés növekedés	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Készség károkkal szembeni ellenállás +15% | Normál támadással szembeni ellenállás +15%	SNA
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Kutatói elixír	SNA
TOOLTIP_AFFECT_RHP_REGEN	Nincs regeneráció	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Raktár bónusz\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Raktár bónusz\n+20 védelem	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Raktár bónusz\n+1% TP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Raktár bónusz\n+3% szörnyek elleni erõ	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_A	Egy további kincsesládát kapsz, ha sikeresen teljesíted a Szerpent templomot vagy az Északszél mélységet.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_B	Egy további kincsesládát kapsz, ha sikeresen teljesíted a Jotun Thrymet vagy a Zodiákus templomot.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_C	Egy további kincsesládát kapsz, ha sikeresen legyõzöd Azraelt vagy Beran-Setaout.	SNA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_A	Enigma templom (A bónusz) haladás: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_B	Enigma templom (B bónusz) haladás: %d	SA
TOOLTIP_AFFECT_SECRET_DUNGEON_BUFF_POINT_C	Enigma templom (C bónusz) haladás: %d	SA
TOOLTIP_AFFECT_SET_ITEM_1	Szent szett bónusz	SNA
TOOLTIP_AFFECT_SET_ITEM_2	Dicsõséges szett bónusz	SNA
TOOLTIP_AFFECT_SET_ITEM_3	Lovagias szett bónusz	SNA
TOOLTIP_AFFECT_SET_ITEM_4	Királyi szett bónusz	SNA
TOOLTIP_AFFECT_SET_ITEM_5	Fenséges szett bónusz	SNA
TOOLTIP_AFFECT_SHACKLE	Bénulás
TOOLTIP_AFFECT_SUNGMAHEE_TOWER_CURSE	Sung Mahi átka (halmozódva %dx). A TP-d 10%%-kal csökken minden halmozódással 10 másodpercenként. Legfeljebb 10 alkalommal halmozódhat.	SA
TOOLTIP_AFFECT_SUNGMA_ALL	Megnövel minden Sung Ma státuszpontot 10%-kal.	SNA
TOOLTIP_AFFECT_SUNGMA_DESC	Sung Mahi akaratereje átjárja ezt a helyet.
TOOLTIP_AFFECT_SUNGMA_HP	Sung Ma akarata (VIT): %d
TOOLTIP_AFFECT_SUNGMA_HP_BUFF	Megnöveli a Sung Ma akaratod (VIT) ennyivel: +%d.	SA
TOOLTIP_AFFECT_SUNGMA_IMMUNE	Sung Ma akarata (INT): %d
TOOLTIP_AFFECT_SUNGMA_IMMUNE_BUFF	Megnöveli a Sung Ma akaratod (INT) ennyivel: +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE	Sung Ma akarata (ELL): %d
TOOLTIP_AFFECT_SUNGMA_MOVE_BUFF	Megnöveli a Sung Ma akaratod (ELL) ennyivel: +%d.	SA
TOOLTIP_AFFECT_SUNGMA_MOVE_DEBUFF	-20 Sung Ma akarata (ELL)	SNA
TOOLTIP_AFFECT_SUNGMA_STR	Sung Ma akarata (ERÕ): %d
TOOLTIP_AFFECT_SUNGMA_STR_BUFF	Megnöveli a Sung Ma akaratod (ERÕ) ennyivel: +%d.	SA
TOOLTIP_AFFECT_SUNGMA_STR_DEBUFF	-20 Sung Ma akarata (ERÕ)	SNA
TOOLTIP_AFFECT_WORLD_BOSS_DAILY_REWARD	Megafõszörny rendezvény napi küldetés bónusz\n támadóérték +%d%%	SA
TOOLTIP_AFFECT_WORLD_BOSS_REWARD	Megafõszörny rendezvény helyezés bónusz\n tárgy dobás +%d	SA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Nagyobb sebzés kevesebb rangpont esetén.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Kritikus csapás elleni ellenállás +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Átütõ csapás elleni ellenállás +%d%%	SA
TOOLTIP_ANTI_SELL	Nem lehet eladni a boltban.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Abszorpció mértéke: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Állatok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Nindzsák elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Harang védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Nyíl védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Karom védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Zodiákus szörnyek elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Tõr védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Sivatagi szörnyek elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Ördögök elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Legyezõ védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Félemberek elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Rovarok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Ezoterikusok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Szörnyek elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Orkok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Sámánok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Surák elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Kard védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Kétkezes védelem áttörés +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Élõholtak elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Harcosok elleni erõ +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Vérfarkasok elleni erõ + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Vérzõ támadás + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Vérzõ támadás ellenállás: +%d%%	SA
TOOLTIP_APPLY_BLOCK	Esély a közelharci támadás kivédésére %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	MP-t a háborúban 5 másodpercenként visszaállít %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Esély kritikus találatra +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% esély, hogy az MP-t találatnál megtartsd	SA
TOOLTIP_APPLY_DODGE	Esély a nyilak elkerülésére %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Sötétség ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Sötétség ereje +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Föld ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Föld ereje +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Villám ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Villám ereje +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Tûz ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Tûz ereje +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Jég ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Jég ereje +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Szél ereje +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Szél ereje +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% esély EXP bónuszra	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% esély dupla mennyiségû Yang eldobására	SA
TOOLTIP_APPLY_IMMUNE_BLEEDING100	Immunis a vérzés ellen	SNA
TOOLTIP_APPLY_IMMUNE_FALL	Immunis a leesésre	SNA
TOOLTIP_APPLY_IMMUNE_POISON100	Immunis a mérgezés ellen	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Immunis a lelassulás ellen.	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Immunis az ájulás ellen	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% esély, dupla mennyiségû tárgy eldobására	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% esély, TP visszaállítására	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% esély, MP visszaállítására	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% esély Mp rablásra	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. TP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Ellenállás a szörnyek támadásainak %d	SA
TOOLTIP_APPLY_NOAFFECT	Nincs hatás
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nem vész el tapasztalat pont ha a karakter újjáéled a holttesténél.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	A Sárkányisten védelmezõ szárnyai alá vett. Ha újraéledsz a fedélzeten, nem vesztesz tapasztalati pontot.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% esély átható találatra	SA
TOOLTIP_APPLY_POISON_PCT	Mérgezés esélye %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Méreg ellenállás %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Ital %d%% hatásnövekedés	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%% esély, az átok visszaverésére	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% esély a közelharci támadás visszaverésére	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Védelmi esély nindzsatámadás ellen %d%%	SA
